,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT,IndGrd
193,N392120423296,M,Singapore,ay1920,Undeclared,81.67013576,3,78.6448708183333,"Philosophy, Politics and Economics",History,650,0.0
194,N392120424277,M,Singapore,ay1920,Undeclared,80.41664317,4,78.41376926333331,"Philosophy, Politics and Economics",Undecided,770,0.0
195,N392120425276,M,Singapore,ay1920,Undeclared,82.49363475,3,78.88629427583331,"Philosophy, Politics and Economics",Economics,770,0.0
196,N348120423277,M,Southeast Asia,ay1920,Undeclared,87.44863185,4,84.9100846708333,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800,0.0
197,N385120418296,M,Southeast Asia,ay1920,Undeclared,72.73416774,3,76.0472288791667,Physical Sciences,"Mathematical, Computational and Statistical Sciences",690,0.0
198,N304120410278,M,Europe,ay1920,Undeclared,90.89544204,4,93.4926388033333,Physical Sciences,Psychology,790,1.0
199,N311120412297,M,Europe,ay1920,Undeclared,88.39765246,4,85.6303916516667,Physical Sciences,Physical Sciences,800,0.0
200,N334120405277,F,Southeast Asia,ay1920,Undeclared,83.08582631,4,81.2677702666667,Physical Sciences,Life Sciences,740,0.0
201,N336120424297,M,Southeast Asia,ay1920,Undeclared,89.52427611,4,89.6221222983333,Physical Sciences,Physical Sciences,740,1.0
202,N344120401277,M,Singapore,ay1920,Undeclared,84.53967027,4,91.1961531208333,Physical Sciences,Economics,790,1.0
203,N350120408296,F,South Asia,ay1920,Undeclared,85.44454694,4,88.31969174,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800,1.0
204,N351120405296,M,North America,ay1920,Undeclared,86.26307999,4,88.752260355,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800,1.0
205,N353120401277,M,South Asia,ay1920,Undeclared,90.46778371,4,90.8207343466667,Physical Sciences,Arts & Humanities,800,1.0
206,N388120412296,M,Singapore,ay1920,Undeclared,83.23436177,3,83.0918517141667,Physical Sciences,Psychology,690,0.0
207,N302120413278,M,Singapore,ay1920,Undeclared,83.13769243,4,89.9950630225,Psychology,Undeclared,780,1.0
208,N322120408297,F,East Asia,ay1920,Undeclared,77.02899401,4,87.7102311866667,Psychology,Undecided,790,1.0
209,N362120421251,F,Singapore,ay1920,Undeclared,69.49247485,4,62.6950518933333,Psychology,Global Affairs,670,0.0
210,N367120412241,F,Singapore,ay1920,Undeclared,88.98657943,4,92.2859241375,Psychology,Anthropology,800,1.0
211,N370120405277,F,Singapore,ay1920,Undeclared,82.25332212,4,77.6308259508333,Psychology,Anthropology,750,0.0
212,N382120424296,F,Singapore,ay1920,Undeclared,78.52512696,4,79.8512685825,Psychology,Arts & Humanities,730,0.0
213,N391120425277,M,Singapore,ay1920,Undeclared,86.97855440000001,4,87.5093722308333,Psychology,Undecided,800,1.0
214,N306120401297,F,Singapore,ay1920,Undeclared,76.62698412,3,68.5864041275,Psychology,Arts & Humanities,690,0.0
215,N329120421297,F,Singapore,ay1920,Undeclared,76.74702656,3,71.6820221625,Psychology,Undecided,670,0.0
216,N341120410277,F,Singapore,ay1920,Undeclared,79.68583663,3,77.0763573191667,Psychology,Philosophy,730,0.0
217,N373120421213,F,Singapore,ay1920,Undeclared,82.52312915,3,81.483372505,Psychology,Environmental Studies,800,0.0
218,N323120410277,F,East Asia,ay1920,Undeclared,88.92838202,2,89.43557976666669,Psychology,Life Sciences,770,1.0
219,N332120410277,F,Singapore,ay1920,Undeclared,86.96814054,2,84.42542871833331,Psychology,Philosophy,740,0.0
220,N373120425277,F,Singapore,ay1920,Undeclared,76.08530640000001,2,73.1459088716667,Psychology,Urban Studies,790,0.0
221,N301120418277,F,Other,ay1920,Undeclared,70.63468542,4,80.2568905641667,Psychology,Economics,790,0.0
222,N305120410277,F,Singapore,ay1920,Undeclared,77.35716269,4,88.9422573075,Psychology,Environmental Studies,790,1.0
223,N320120414277,M,East Asia,ay1920,Undeclared,85.83668775,3,84.9613576716667,Psychology,Psychology,780,0.0
224,N326120425297,M,Singapore,ay1920,Undeclared,83.10338247,4,81.2816965708333,Psychology,Economics,750,0.0
225,N346120425277,F,East Asia,ay1920,Undeclared,82.71163163,2,81.0100887266667,Psychology,Arts & Humanities,670,0.0
226,N350120410277,F,Singapore,ay1920,Undeclared,75.09224717,2,78.023847055,Psychology,Environmental Studies,800,0.0
227,N368120414296,F,Singapore,ay1920,Undeclared,82.87062655,3,79.2823157633333,Psychology,Life Sciences,700,0.0
228,N384120424258,F,Singapore,ay1920,Undeclared,83.80777375,3,84.4231403391667,Psychology,Undecided,780,0.0
229,N389120412277,M,Singapore,ay1920,Undeclared,70.33535793,3,63.6780605291667,Psychology,"Philosophy, Politics and Economics",800,0.0
230,N398120413276,F,Singapore,ay1920,Undeclared,85.86992434,3,81.8230003266667,Psychology,"Philosophy, Politics and Economics",720,0.0
231,N301120414278,F,Singapore,ay1920,Undeclared,79.27247568,3,78.047728305,Undecided,Psychology,710,0.0
232,N315120405278,M,North America,ay1920,Undeclared,83.11877468,3,78.22718088,Undecided,"Philosophy, Politics and Economics",780,0.0
233,N303120412278,M,Europe,ay1920,Undeclared,71.90573898,3,72.2838629883333,Undecided,Undecided,740,0.0
234,N377120414296,M,South Asia,ay1920,Undeclared,91.44569592,4,93.4747812325,Undecided,Economics,790,1.0
235,N355120424296,F,Singapore,ay1920,Undeclared,88.28326749,4,91.1206652333333,Urban Studies,"Philosophy, Politics and Economics",790,1.0
236,N371120405276,M,Singapore,ay1920,Undeclared,82.18449969,4,83.28065006,Urban Studies,Economics,710,0.0
237,N376120418296,F,Singapore,ay1920,Undeclared,79.61094431,4,75.1406927275,Urban Studies,Environmental Studies,780,0.0
238,N399120410277,F,Singapore,ay1920,Undeclared,77.51864062,4,74.7630005083333,Urban Studies,"Philosophy, Politics and Economics",690,0.0
239,N325120402297,F,Singapore,ay1920,Undeclared,79.41932694,3,72.2686500808333,Urban Studies,Arts & Humanities,730,0.0
240,N372120425296,M,Singapore,ay1920,Undeclared,85.9009401,3,82.4393296725,Urban Studies,Environmental Studies,770,0.0
241,N314120408278,M,Singapore,ay1920,Undeclared,81.91755846,4,77.5940900025,Urban Studies,Arts & Humanities,750,0.0
242,N371120401277,M,Singapore,ay1920,Undeclared,81.32728053,4,79.2184476841667,Urban Studies,Undecided,780,0.0
243,N379120412296,M,South Asia,ay1920,Undeclared,83.15536102,3,82.0534821166667,Urban Studies,History,800,0.0
244,N380119410203,F,Singapore,ay1920,Undeclared,90.93151623,3,91.4225819666667,Urban Studies,Economics,780,1.0
