PIN,Matriculation.Date,Sex,Academic.Interest.1,Academic.Interest.2,SAT.I.Math,Translated.SAT.I.Math,SAT.R.Math.Verified,ACT.Math.Verified,GCE..A..Levels.H1.MATHEMATICS.Grade,GCE..A..Levels.H1.PHYSICS.ADD..PHYSICS.Grade,GCE..A..Levels.H2.MATHEMATICS.Grade,GCE..A..Levels.H2.PHYSICS.ADD..PHYSICS.Grade,GCE..A..Levels.H2.COMPUTER.SCIENCE.COMPUTING.Grade,IB.Math.Studies.SL.Score,IB.Mathematics.SL.Score,IB.Mathematics.HL.Score,IB.Math.Stats.HL.Score,IB.Further.mathematics.SL.Score,IB.Computer.Sc..SL.Score,IB.Computer.Sc..HL.Score,AP.Calculus..AB..Score,AP.Statistics.Score,AP.Physics.1.Score,AP.Computer.Science..A..Score,AP.Computer.Science..AB..Score
N394122405224,2020,F,Literature,Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N399122425240,2020,F,"Philosophy, Politics and Economics",Psychology,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N352122423240,2020,F,Life Sciences,Psychology,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N348122412240,2020,F,Life Sciences,Environmental Studies,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N377122418239,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N347122412241,2020,F,Psychology,Arts & Humanities,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N397122402241,2020,M,,Economics,NA,NA,NA,34,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N360122424240,2020,F,Economics,Physical Sciences,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N342122423241,2020,F,Arts & Humanities,Literature,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N328122425239,2020,F,"Mathematical, Computational and Statistical Sciences",Arts & Humanities,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N335122418241,2020,F,Philosophy,Life Sciences,NA,NA,650,27,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N302122401241,2020,F,Economics,Psychology,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N324122424240,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N322122425241,2020,F,Economics,Philosophy,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N330122401240,2020,M,Economics,Global Affairs,NA,NA,NA,NA,,,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N301122405241,2020,M,Psychology,Anthropology,NA,NA,800,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N332122402212,2020,F,Philosophy,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N324122423241,2020,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,B,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N391122413241,2020,M,"Mathematical, Computational and Statistical Sciences",Physical Sciences,NA,NA,NA,34,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N357122412240,2020,F,Psychology,Life Sciences,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N393122410241,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N346122413241,2020,F,Anthropology,Arts & Humanities,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N366122410241,2020,F,"Philosophy, Politics and Economics",History,NA,NA,710,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N338122413240,2020,M,Environmental Studies,Undecided,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N371122418241,2020,F,Life Sciences,Philosophy,NA,NA,710,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N396122405240,2020,M,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N383122412241,2020,F,,Undecided,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N312122401240,2020,M,,"Philosophy, Politics and Economics",NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N345122414241,2020,M,Undecided,Undecided,NA,NA,NA,34,,,,,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
N393122423239,2020,F,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N341122425240,2020,M,Global Affairs,History,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N325122421241,2020,F,"Philosophy, Politics and Economics",Psychology,NA,NA,800,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N358122408241,2020,F,Physical Sciences,Life Sciences,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N394122NA240,2020,M,Psychology,Psychology,NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N390122402239,2020,M,Urban Studies,"Philosophy, Politics and Economics",NA,NA,750,NA,,,,,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
N320122405240,2020,F,Life Sciences,Urban Studies,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N367122410240,2020,F,Life Sciences,Psychology,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N313122425241,2020,M,Environmental Studies,Life Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N372122402239,2020,M,Psychology,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N330122402241,2020,M,Global Affairs,Economics,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N365122412241,2020,M,Undecided,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N308122418241,2020,M,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N360122423241,2020,M,Global Affairs,Anthropology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N393122412240,2020,M,Global Affairs,,NA,NA,NA,NA,,,,,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
N381122418240,2020,F,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",NA,NA,670,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N398122412239,2020,F,Global Affairs,Anthropology,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N331122425241,2020,F,Environmental Studies,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N364122414240,2020,M,Environmental Studies,Global Affairs,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N308122421240,2020,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N333120408277,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N375122423239,2020,F,Arts & Humanities,Global Affairs,NA,NA,660,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N353122418241,2020,M,Global Affairs,"Philosophy, Politics and Economics",NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N394122424255,2020,M,Environmental Studies,,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N367122421239,2020,F,Global Affairs,Arts & Humanities,NA,NA,770,NA,,,,,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N323122425240,2020,F,Environmental Studies,Physical Sciences,NA,NA,NA,31,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N379122401240,2020,M,Economics,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA
N368122408240,2020,F,Global Affairs,Philosophy,NA,NA,620,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N395122405241,2020,F,"Philosophy, Politics and Economics",Psychology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N302122405240,2020,M,Environmental Studies,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N374122412241,2020,M,"Mathematical, Computational and Statistical Sciences",Arts & Humanities,NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N348121405262,2020,M,Environmental Studies,Global Affairs,NA,NA,NA,NA,,B,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N366122423239,2020,M,Philosophy,Literature,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N395122418239,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,780,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N329122412241,2020,F,Anthropology,Anthropology,NA,NA,730,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N382122413241,2020,F,Life Sciences,Physical Sciences,NA,NA,NA,34,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA
N379122413239,2020,M,Arts & Humanities,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N350122424241,2020,F,Anthropology,Environmental Studies,NA,NA,750,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N373122425239,2020,F,Literature,Arts & Humanities,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N369122405240,2020,M,Literature,Philosophy,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N394122408241,2020,M,Philosophy,Arts & Humanities,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N380122418241,2020,F,Urban Studies,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N333122423241,2020,F,"Philosophy, Politics and Economics",Literature,NA,NA,NA,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N317122418241,2020,M,Literature,Life Sciences,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N391122414240,2020,M,Arts & Humanities,Global Affairs,NA,NA,NA,NA,,,C,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N314121414219,2020,F,Life Sciences,Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N323122424241,2020,F,Environmental Studies,Life Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N386122408240,2020,F,Economics,Arts & Humanities,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N333122424240,2020,F,Urban Studies,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N344122421240,2020,F,Psychology,Life Sciences,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N300122410240,2020,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,C,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N376122408241,2020,M,Psychology,"Philosophy, Politics and Economics",NA,NA,730,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N394122424237,2020,F,Anthropology,Undecided,NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N310122408240,2020,M,Environmental Studies,Urban Studies,NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N377122405241,2020,F,Psychology,Life Sciences,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N302122418256,2020,F,History,Global Affairs,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N390122418240,2020,F,Economics,Life Sciences,NA,NA,710,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N311122405240,2020,F,Economics,,NA,NA,800,NA,,,,,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
N375122412240,2020,F,Psychology,Arts & Humanities,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N380122421240,2020,F,"Philosophy, Politics and Economics",Philosophy,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N377122408240,2020,F,History,Economics,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N396122414239,2020,M,,Economics,NA,NA,NA,NA,,,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N340118425249,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N395122423255,2020,M,Life Sciences,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,31,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N340122402240,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N371122421240,2020,F,Anthropology,Global Affairs,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N391122425239,2020,F,Arts & Humanities,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N345122418240,2020,M,Psychology,Philosophy,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N324122414217,2020,F,Economics,Global Affairs,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N339122412240,2020,M,Economics,Undecided,NA,NA,780,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N362122421240,2020,F,Global Affairs,Arts & Humanities,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N328122414240,2020,F,Anthropology,Environmental Studies,NA,NA,NA,NA,,,,,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
N392122424239,2020,F,Global Affairs,History,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N392122413240,2020,M,Economics,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N383122413240,2020,F,,Economics,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N332122425240,2020,M,"Philosophy, Politics and Economics",Global Affairs,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N327122418240,2020,M,Psychology,Philosophy,NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N380122401239,2020,M,"Mathematical, Computational and Statistical Sciences",Economics,NA,NA,800,NA,,,,,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
N361122423240,2020,F,Economics,Psychology,NA,NA,NA,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N314122425240,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,790,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N378122405240,2020,M,,"Philosophy, Politics and Economics",NA,NA,700,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N304122402240,2020,F,"Philosophy, Politics and Economics",Philosophy,NA,NA,760,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N305122425240,2020,M,,Undecided,NA,NA,660,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N359122405241,2020,F,Life Sciences,Philosophy,NA,NA,740,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
N300122423256,2020,F,Arts & Humanities,Life Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N343122423240,2020,M,Environmental Studies,Physical Sciences,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
N336122414241,2020,F,Environmental Studies,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N398122402240,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N335122421240,2020,M,Undecided,"Philosophy, Politics and Economics",NA,NA,NA,NA,D,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N313122402240,2020,F,Literature,Psychology,NA,NA,700,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N363122418240,2020,M,Economics,Anthropology,NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N301122408240,2020,M,"Philosophy, Politics and Economics",History,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N357122410241,2020,M,Arts & Humanities,Literature,NA,NA,780,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N371122401239,2020,M,Environmental Studies,Physical Sciences,NA,NA,NA,36,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N392122412241,2020,F,Physical Sciences,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N368122405241,2020,M,Undecided,Psychology,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N340122425241,2020,M,Physical Sciences,,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N312122402241,2020,M,Economics,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N396122401241,2020,F,Literature,Anthropology,NA,NA,770,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N347122413240,2020,F,"Philosophy, Politics and Economics",Global Affairs,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N356122413240,2020,M,Physical Sciences,Environmental Studies,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N342122424240,2020,M,Physical Sciences,,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
N392118424243,2020,M,"Philosophy, Politics and Economics",Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N328122413241,2020,M,History,Anthropology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N361122421241,2020,M,Global Affairs,Arts & Humanities,NA,NA,NA,NA,,,,,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N387122401241,2020,F,Physical Sciences,Life Sciences,NA,NA,NA,35,,,,,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
N356122405262,2020,F,Arts & Humanities,Global Affairs,NA,NA,NA,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N365122424239,2020,M,"Philosophy, Politics and Economics",Psychology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N386122405241,2020,M,Anthropology,Global Affairs,NA,NA,NA,NA,,,C,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N381122402239,2020,M,"Philosophy, Politics and Economics",Psychology,NA,NA,NA,NA,,,A,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N334122423240,2020,F,Psychology,Undecided,NA,NA,630,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N307122423240,2020,F,Environmental Studies,Economics,NA,NA,NA,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N387122414239,2020,M,Literature,History,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
N363122414241,2020,F,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",NA,NA,NA,NA,,,A,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N339122410241,2020,M,Urban Studies,"Mathematical, Computational and Statistical Sciences",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N334122421241,2020,M,Psychology,Anthropology,NA,NA,NA,NA,,,B,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N389116413253,2020,M,Arts & Humanities,Anthropology,NA,NA,NA,NA,A,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N398122425241,2020,F,Arts & Humanities,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N388122413239,2020,F,Urban Studies,Undecided,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N301122421256,2020,F,Global Affairs,Economics,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N389122425241,2020,M,Global Affairs,Psychology,NA,NA,NA,NA,,,B,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N370122421241,2020,M,Physical Sciences,Environmental Studies,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N319122414240,2020,M,"Philosophy, Politics and Economics",Arts & Humanities,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N327122414241,2020,F,Global Affairs,,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
N366122412240,2020,F,,Physical Sciences,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N326122421240,2020,F,Arts & Humanities,Anthropology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N358122410240,2020,M,Economics,Global Affairs,NA,NA,NA,34,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N382122414240,2020,M,"Philosophy, Politics and Economics",Philosophy,NA,NA,690,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N382122425239,2020,M,"Mathematical, Computational and Statistical Sciences",Physical Sciences,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N389122402240,2020,F,Physical Sciences,,NA,NA,NA,36,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N306122424240,2020,F,Anthropology,Environmental Studies,NA,NA,670,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
N311122401241,2020,F,Life Sciences,Life Sciences,NA,NA,NA,34,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N397122418255,2020,F,"Philosophy, Politics and Economics",Psychology,NA,NA,770,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
N326122418241,2020,F,Environmental Studies,Psychology,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N365122413240,2020,M,Global Affairs,"Philosophy, Politics and Economics",NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N349122408241,2020,F,"Philosophy, Politics and Economics",,NA,NA,800,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N355122408262,2020,M,Psychology,Global Affairs,NA,NA,790,NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N316122421241,2020,F,Anthropology,Arts & Humanities,NA,NA,780,NA,,,,,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
