PIN,Sex,Region,Year,Major,Grade,Exam1,Exam2,TRAT,Instructor,Writing,IRAT,Present,Report,Peer,Reading,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
N323117418204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,64.40156743,58,45.5,80.7261905,79.43303613,74.46682084,69.83079751,76.66666667,73.57142857,71.8230804,0.877192982,83.21079277,NA,70.75706301,67.62536533,73.23109557,75.31352973,82.61757986,62.93864796,76.30101898,62.71315258,67.54045672,84.2348322,59.69447107,70.31501476,60.92587815,78.65286197,NA,61.68314361,77.08398237,57.31143567,90,100,83.33333333,80,85,75,40,50,91.66666667,87.5,75,90,62.5,60,92.85714286,75,85,91.66666667,100,NA
N324117414204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,82.69539677,92.5,88.5,92.6428571,85.395828,86.33779546,85.31424365,70,63.92857143,83.898917,4.736842105,83.21079277,83.24190999,94.36992974,87.16434586,98.38884752,89.67889185,82.61757986,87.41327477,NA,85.29358161,NA,91.4744846,80.18282461,82.80830873,81.1540837,78.65286197,81.71730727,88.10959014,91.44656361,77.74443184,100,100,100,100,100,80,75,70.83333333,87.5,91.66666667,100,90,91.66666667,90,92.85714286,100,100,100,83.33333333,NA
N325117413204,M,Other,ay1718,PHYSICAL SCIENCES,69.76998231,61.5,67,86.5833333,82.21815034,64.91141361,76.51266769,81.66666667,75,80,0,83.21079277,83.24190999,78.62801859,67.62536533,73.23109557,89.67889185,75,NA,76.30101898,70.23996226,74.00709151,69.75552739,73.35337343,82.80830873,74.41134852,78.65286197,76.30081188,81.50297851,NA,82.85268088,90,100,79.16666667,60,100,90,65,79.16666667,91.66666667,100,80,80,100,85,100,91.66666667,90,58.33333333,91.66666667,NA
N326117412204,M,South Asia,ay1718,ECONOMICS,64.0351786,57,48,98.5,60.48837664,64.47483956,74.34567353,80,76.42857143,65.90567546,0,75.48298781,67.25949898,86.49897416,80.65135235,73.23109557,60.94816761,82.61757986,62.93864796,83.61563679,70.23996226,74.00709151,69.75552739,73.35337343,NA,NA,72.41864421,81.71730727,74.89636688,84.26527299,77.74443184,90,100,100,90,100,90,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
N327117410204,F,East Asia,ay1718,PHYSICAL SCIENCES,74.90941351,76,66,89.3928571,78.7075781,71.52850139,76.69838198,76.66666667,68.92857143,84.86486487,4.912280702,60.02737788,83.24190999,78.62801859,80.65135235,81.61701288,75.31352973,67.38242014,71.0968569,68.98640117,85.29358161,NA,84.2348322,93.84172697,76.56166175,87.89681888,84.88707974,81.71730727,74.89636688,NA,72.6361828,90,90,100,80,100,70,80,79.16666667,87.5,100,80,100,100,85,92.85714286,91.66666667,70,91.66666667,100,NA
N328117408204,F,East Asia,ay1718,URBAN STUDIES,71.57557779,71.5,72,89.577381,72.16477418,71.14032495,71.45401601,76.66666667,73.92857143,77.06919947,0.877192982,67.75518285,75.25070449,70.75706301,74.13835884,64.84517825,68.13084867,67.38242014,71.0968569,83.61563679,70.23996226,74.00709151,76.9951798,NA,NA,67.66861333,78.65286197,70.8843165,61.68314361,77.08398237,77.74443184,90,90,100,70,100,90,80,91.66666667,79.16666667,100,90,70,83.33333333,80,85.71428571,100,100,91.66666667,100,NA
N329117405204,F,East Asia,ay1718,PHILOSOPHY,85.98195034,86,90,92.4583333,87.19804372,87.56497907,81.3255047,80,73.21428571,86.2745098,9.649122807,83.21079277,91.2331155,78.62801859,80.65135235,73.23109557,82.49621079,75,79.25506584,83.61563679,92.82039129,80.47372629,84.2348322,87.01227579,NA,81.1540837,78.65286197,81.71730727,74.89636688,84.26527299,NA,100,90,100,70,100,90,90,70.83333333,91.66666667,100,75,100,100,90,100,100,90,91.66666667,100,NA
N330117423204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,70.50973758,79,68,87.6011905,67.15840047,66.71947281,74.63297588,86.66666667,71.42857143,57.5,4.210526316,75.48298781,75.25070449,78.62801859,67.62536533,81.61701288,75.31352973,67.38242014,87.41327477,83.61563679,70.23996226,74.00709151,84.2348322,66.52392225,64.06836778,NA,78.65286197,70.8843165,NA,84.26527299,77.74443184,90,90,100,85,90,55,75,70.83333333,83.33333333,91.66666667,65,100,100,80,92.85714286,100,100,91.66666667,91.66666667,NA
N331117421204,F,Europe,ay1718,GLOBAL AFFAIRS,71.73787307,48,56,91.5833333,96.09190416,74.24687442,74.62913736,80,80.35714286,78.28571427,7.01754386,83.21079277,67.25949898,78.62801859,74.13835884,73.23109557,75.31352973,67.38242014,71.0968569,NA,70.23996226,74.00709151,NA,80.18282461,70.31501476,74.41134852,84.88707974,76.30081188,74.89636688,77.08398237,82.85268088,100,90,91.66666667,70,100,85,90,87.5,83.33333333,100,85,90,91.66666667,80,100,100,100,87.5,100,NA
N332117418204,F,Singapore,ay1718,ECONOMICS,71.48396429,63,51,88.7916667,80.02188194,81.99330891,68.92718492,83.33333333,79.64285714,80,4.561403509,83.21079277,NA,NA,61.11237182,64.84517825,75.31352973,75,62.93864796,76.30101898,62.71315258,67.54045672,69.75552739,66.52392225,64.06836778,60.92587815,78.65286197,76.30081188,74.89636688,62.72140114,67.52793375,100,100,100,60,85,100,90,62.5,91.66666667,91.66666667,70,80,91.66666667,80,100,91.66666667,90,91.66666667,100,NA
N333117414204,F,Singapore,ay1718,PHILOSOPHY,69.68523625,61,54.5,88.0178571,76.41591878,61.56410569,68.82622482,80,58.21428571,92.63157893,5.964912281,75.48298781,NA,78.62801859,61.11237182,64.84517825,75.31352973,67.38242014,54.78043903,68.98640117,77.76677194,NA,55.27622259,66.52392225,82.80830873,81.1540837,66.18442644,70.8843165,74.89636688,77.08398237,57.31143567,85,90,91.66666667,80,90,100,90,87.5,83.33333333,91.66666667,80,60,100,90,92.85714286,83.33333333,90,75,100,NA
N334117413204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.16595768,82.5,66,86.4761905,87.19804372,67.66699582,80.22125328,73.33333333,73.92857143,80,8.070175439,83.21079277,83.24190999,70.75706301,80.65135235,73.23109557,75.31352973,75,95.57148371,NA,77.76677194,86.94036108,NA,80.18282461,82.80830873,81.1540837,84.88707974,81.71730727,74.89636688,84.26527299,82.85268088,85,90,100,75,80,90,65,70.83333333,87.5,83.33333333,80,85,100,90,92.85714286,91.66666667,80,91.66666667,91.66666667,NA
N335117412204,F,Singapore,ay1718,ANTHROPOLOGY,73.79035612,68.5,46,91.9166667,76.19951056,81.58860713,75.96382036,85,76.42857143,84.8,6.49122807,75.48298781,91.2331155,78.62801859,67.62536533,64.84517825,82.49621079,75,79.25506584,76.30101898,77.76677194,74.00709151,NA,73.35337343,NA,81.1540837,72.41864421,87.13380266,74.89636688,69.90269176,77.74443184,100,75,100,80,100,75,100,91.66666667,66.66666667,91.66666667,90,100,91.66666667,85,100,100,100,91.66666667,100,NA
N336117410204,F,Singapore,ay1718,URBAN STUDIES,67.59103376,82.5,45,88.0178571,72.09093051,67.53561427,74.84711525,80,58.21428571,80,0,67.75518285,NA,62.88610743,74.13835884,73.23109557,NA,90.23515972,62.93864796,83.61563679,NA,67.54045672,76.9951798,87.01227579,82.80830873,74.41134852,78.65286197,81.71730727,81.50297851,69.90269176,72.6361828,85,90,91.66666667,80,90,100,90,87.5,83.33333333,91.66666667,80,60,100,90,92.85714286,83.33333333,90,75,100,NA
N337117408204,M,North America,ay1718,NA,70.34038435,73.5,48,86.875,78.71135665,72.41089376,77.09618146,81.66666667,78.57142857,83.42275673,0.175438596,83.21079277,91.2331155,78.62801859,80.65135235,81.61701288,68.13084867,67.38242014,71.0968569,NA,77.76677194,67.54045672,69.75552739,NA,76.56166175,81.1540837,78.65286197,76.30081188,81.50297851,84.26527299,82.85268088,90,100,100,45,90,80,90,66.66666667,91.66666667,100,90,65,100,85,100,83.33333333,90,83.33333333,87.5,NA
N339117401204,F,Southeast Asia,ay1718,ECONOMICS,81.98200871,79,92.5,94.25,75.70828825,87.65901627,77.83198937,76.66666667,78.57142857,80,5.614035088,83.21079277,75.25070449,78.62801859,74.13835884,73.23109557,82.49621079,NA,NA,76.30101898,77.76677194,74.00709151,76.9951798,80.18282461,76.56166175,81.1540837,78.65286197,76.30081188,81.50297851,77.08398237,87.96092992,80,100,100,90,100,85,100,91.66666667,91.66666667,100,90,100,91.66666667,90,100,100,100,83.33333333,91.66666667,NA
N341117418204,F,Other,ay1718,PSYCHOLOGY,67.29805851,54.5,63,88.2916667,64.84786846,57.69823106,75.38198327,66.66666667,85,78.38926173,1.403508772,83.21079277,83.24190999,62.88610743,74.13835884,73.23109557,NA,75,71.0968569,83.61563679,70.23996226,86.94036108,62.51587499,80.18282461,70.31501476,81.1540837,78.65286197,76.30081188,81.50297851,77.08398237,NA,85,90,100,65,65,100,90,91.66666667,79.16666667,91.66666667,75,75,91.66666667,85,100,100,90,91.66666667,100,NA
N343117413204,M,North America,ay1718,PHYSICAL SCIENCES,76.46653885,76,61,94.0416667,80.02188194,81.99330891,80.32498566,76.66666667,84.28571429,80,4.035087719,83.21079277,91.2331155,86.49897416,74.13835884,98.38884752,75.31352973,82.61757986,71.0968569,NA,85.29358161,80.47372629,84.2348322,73.35337343,76.56166175,81.1540837,78.65286197,76.30081188,74.89636688,NA,82.85268088,100,85,100,85,90,90,85,62.5,91.66666667,100,100,100,100,100,100,100,100,91.66666667,100,NA
N344117412204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",64.16292427,60,50.5,86.5833333,52.410404,69.19683084,76.19003967,81.66666667,75,67.91366907,0,83.21079277,NA,62.88610743,80.65135235,73.23109557,89.67889185,90.23515972,79.25506584,76.30101898,62.71315258,86.94036108,76.9951798,93.84172697,70.31501476,NA,72.41864421,65.46782111,74.89636688,69.90269176,77.74443184,90,100,79.16666667,60,100,90,65,79.16666667,91.66666667,100,80,80,100,85,100,91.66666667,90,58.33333333,91.66666667,NA
N345117410204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,80.71172352,93,86,86.4761905,100.5578059,88.51250208,79.14926201,73.33333333,73.92857143,78.30985913,1.228070175,83.21079277,83.24190999,78.62801859,74.13835884,73.23109557,NA,75,71.0968569,90.9302546,77.76677194,NA,84.2348322,80.18282461,76.56166175,81.1540837,78.65286197,81.71730727,81.50297851,77.08398237,87.96092992,85,90,100,75,80,90,65,70.83333333,87.5,83.33333333,80,85,100,90,92.85714286,91.66666667,80,91.66666667,91.66666667,NA
N324117405209,M,East Asia,ay1718,PHYSICAL SCIENCES,82.22060317,100,92,94.25,81.13849814,75.36741208,81.85145073,76.66666667,78.57142857,80,1.052631579,75.48298781,NA,86.49897416,74.13835884,81.61701288,75.31352973,82.61757986,95.57148371,98.24487241,77.76677194,74.00709151,84.2348322,87.01227579,82.80830873,81.1540837,84.88707974,NA,88.10959014,77.08398237,77.74443184,80,100,100,90,100,85,100,91.66666667,91.66666667,100,90,100,91.66666667,90,100,100,100,83.33333333,91.66666667,NA
N339117421209,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.04889791,100,80,93.75,80.12305158,75.49762572,81.60539147,80,82.14285714,83.2,0.526315789,83.21079277,83.24190999,78.62801859,87.16434586,81.61701288,89.67889185,82.61757986,87.41327477,76.30101898,77.76677194,80.47372629,84.2348322,NA,76.56166175,81.1540837,84.88707974,76.30081188,88.10959014,91.44656361,NA,90,80,100,80,100,100,70,91.66666667,91.66666667,100,90,100,91.66666667,90,100,100,100,100,100,NA
N340117410209,M,Singapore,ay1718,DDP LAW,67.06566635,50,58,89.3928571,71.18337548,83.26529143,73.14492248,76.66666667,68.92857143,80,0,67.75518285,67.25949898,70.75706301,80.65135235,73.23109557,75.31352973,75,87.41327477,76.30101898,77.76677194,74.00709151,69.75552739,66.52392225,82.80830873,81.1540837,72.41864421,NA,61.68314361,69.90269176,NA,90,90,100,80,100,70,80,79.16666667,87.5,100,80,100,100,85,92.85714286,91.66666667,70,91.66666667,100,NA
N341117408209,F,Southeast Asia,ay1718,LIFE SCIENCES,78.89267133,78,77,92.25,93.99872626,80.36885755,77.79220186,81.66666667,71.42857143,96.66666667,0.350877193,83.21079277,75.25070449,78.62801859,80.65135235,73.23109557,75.31352973,82.61757986,71.0968569,NA,85.29358161,86.94036108,69.75552739,73.35337343,82.80830873,NA,72.41864421,76.30081188,81.50297851,84.26527299,77.74443184,90,100,100,70,80,90,85,66.66666667,100,100,90,100,100,90,100,91.66666667,100,91.66666667,100,NA
N342117405209,M,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.71526283,99,92.5,88.0833333,78.71135665,77.76766529,82.20697895,81.66666667,73.57142857,89.6,4.736842105,83.21079277,91.2331155,86.49897416,80.65135235,73.23109557,82.49621079,82.61757986,87.41327477,NA,77.76677194,86.94036108,84.2348322,NA,NA,81.1540837,84.88707974,87.13380266,74.89636688,77.08398237,87.96092992,90,85,91.66666667,60,85,90,80,66.66666667,87.5,100,90,90,91.66666667,90,100,100,85,79.16666667,100,NA
N343117401209,M,Singapore,ay1718,GLOBAL AFFAIRS,70.69804833,63,66,84.9940476,70.49065186,81.76563648,75.34171081,76.66666667,68.21428571,86.39076227,0,75.48298781,91.2331155,62.88610743,74.13835884,73.23109557,NA,NA,71.0968569,90.9302546,77.76677194,80.47372629,76.9951798,73.35337343,64.06836778,67.66861333,84.88707974,81.71730727,74.89636688,84.26527299,72.6361828,90,65,83.33333333,75,100,90,90,87.5,75,100,80,70,100,80,85.71428571,79.16666667,70,100,79.16666667,NA
N345117425209,M,East Asia,ay1718,ARTS AND HUMANITIES,70.02258815,86,57.5,87.9583333,80.12305158,71.51661999,78.60982846,83.33333333,74.28571429,60,0.175438596,75.48298781,75.25070449,78.62801859,80.65135235,90.0029302,NA,75,87.41327477,76.30101898,77.76677194,80.47372629,69.75552739,NA,76.56166175,74.41134852,72.41864421,81.71730727,88.10959014,84.26527299,82.85268088,80,80,91.66666667,75,100,80,80,79.16666667,83.33333333,91.66666667,90,90,70.83333333,90,100,100,90,100,87.5,NA
N395117424214,F,Singapore,ay1718,PSYCHOLOGY,74.08300791,69,64,89.4940476,74.63925215,78.81102308,79.38332717,83.33333333,75.35714286,80,3.859649123,83.21079277,75.25070449,78.62801859,NA,81.61701288,82.49621079,82.61757986,NA,83.61563679,77.76677194,80.47372629,76.9951798,87.01227579,76.56166175,81.1540837,78.65286197,76.30081188,74.89636688,77.08398237,82.85268088,100,85,100,85,90,100,80,87.5,91.66666667,100,80,85,100,80,85.71428571,83.33333333,90,66.66666667,100,NA
N396117423214,M,Singapore,ay1718,DDP LAW,74.16537966,82.5,62,85.7916667,76.19951056,75.72021212,74.59260703,73.33333333,69.28571429,94.15893507,0.701754386,75.48298781,67.25949898,86.49897416,67.62536533,73.23109557,NA,75,95.57148371,68.98640117,70.23996226,NA,76.9951798,73.35337343,70.31501476,67.66861333,84.88707974,87.13380266,68.28975524,69.90269176,77.74443184,80,90,83.33333333,70,100,90,100,45.83333333,91.66666667,79.16666667,80,50,83.33333333,85,100,100,100,100,87.5,NA
N397117421214,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.83903089,82.5,86,87.6011905,67.15840047,82.82736401,82.92789775,86.66666667,71.42857143,97.95013853,1.403508772,83.21079277,83.24190999,78.62801859,87.16434586,81.61701288,75.31352973,NA,79.25506584,90.9302546,85.29358161,NA,84.2348322,93.84172697,89.05495571,81.1540837,78.65286197,76.30081188,81.50297851,84.26527299,87.96092992,90,90,100,85,90,55,75,70.83333333,83.33333333,91.66666667,65,100,100,80,92.85714286,100,100,91.66666667,91.66666667,NA
N398117418214,M,Singapore,ay1718,ANTHROPOLOGY,84.72127114,88.5,89,90.375,83.09484876,91.69527128,81.56180773,81.66666667,62.14285714,100,4.561403509,83.21079277,75.25070449,86.49897416,74.13835884,81.61701288,75.31352973,75,79.25506584,NA,NA,80.47372629,91.4744846,80.18282461,89.05495571,87.89681888,84.88707974,87.13380266,88.10959014,77.08398237,82.85268088,75,90,100,75,100,100,65,70.83333333,100,91.66666667,85,90,100,90,100,91.66666667,100,83.33333333,100,NA
N399117414214,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,78.97665107,94.5,75.5,91.25,73.83828155,57.24424269,79.3143088,66.66666667,73.57142857,83.60983887,7.543859649,67.75518285,83.24190999,NA,80.65135235,73.23109557,82.49621079,NA,79.25506584,83.61563679,85.29358161,86.94036108,69.75552739,87.01227579,89.05495571,81.1540837,78.65286197,81.71730727,81.50297851,69.90269176,82.85268088,100,90,91.66666667,60,100,85,90,100,91.66666667,100,100,90,100,85,100,91.66666667,100,50,100,NA
N300117424215,F,Singapore,ay1718,PSYCHOLOGY,77.53642961,88.5,72,88.4345238,88.72721128,74.06739085,80.81517468,83.33333333,58.57142857,84.93150687,3.859649123,83.21079277,83.24190999,86.49897416,87.16434586,81.61701288,NA,90.23515972,79.25506584,76.30101898,85.29358161,80.47372629,76.9951798,73.35337343,82.80830873,74.41134852,78.65286197,81.71730727,81.50297851,NA,82.85268088,90,100,100,85,90,100,70,66.66666667,87.5,100,80,60,91.66666667,80,92.85714286,100,100,83.33333333,91.66666667,NA
N301117423215,F,Singapore,ay1718,ECONOMICS,72.35448401,81.5,59,92.25,64.86734599,79.71307569,76.1361867,81.66666667,71.42857143,80,0,NA,NA,78.62801859,67.62536533,81.61701288,89.67889185,75,62.93864796,76.30101898,62.71315258,86.94036108,76.9951798,66.52392225,76.56166175,81.1540837,78.65286197,81.71730727,81.50297851,84.26527299,77.74443184,90,100,100,70,80,90,85,66.66666667,100,100,90,100,100,90,100,91.66666667,100,91.66666667,100,NA
N302117421215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,75.32937392,81,69.5,91.1845238,72.15019106,79.05729383,73.03760296,85,74.28571429,80,2.280701754,83.21079277,83.24190999,70.75706301,67.62536533,NA,60.94816761,67.38242014,62.93864796,76.30101898,70.23996226,80.47372629,84.2348322,66.52392225,76.56166175,74.41134852,78.65286197,81.71730727,68.28975524,NA,77.74443184,90,100,100,70,80,100,75,75,87.5,100,100,90,100,90,92.85714286,100,90,91.66666667,91.66666667,NA
N303117418215,F,Singapore,ay1718,ARTS AND HUMANITIES,70.03597517,69.5,68.5,92.6428571,74.36994982,78.73906021,77.61302458,70,63.92857143,72.167509,0,83.21079277,83.24190999,78.62801859,80.65135235,81.61701288,89.67889185,67.38242014,71.0968569,83.61563679,70.23996226,80.47372629,69.75552739,NA,82.80830873,81.1540837,NA,87.13380266,74.89636688,69.90269176,72.6361828,100,100,100,100,100,80,75,70.83333333,87.5,91.66666667,100,90,91.66666667,90,92.85714286,100,100,100,83.33333333,NA
N304117414215,M,Europe,ay1718,ECONOMICS,81.93147844,88.27580114,80,95.3333333,94.21653054,86.33779546,83.90316075,86.66666667,77.5,84.24510047,1.403508772,83.21079277,83.24190999,NA,80.65135235,90.0029302,NA,90.23515972,79.25506584,83.61563679,85.29358161,80.47372629,91.4744846,80.18282461,82.80830873,87.89681888,84.88707974,87.13380266,81.50297851,91.44656361,87.96092992,85,100,100,70,100,100,85,75,91.66666667,100,100,100,100,100,100,100,100,100,100,NA
N305117413215,F,Singapore,ay1718,PHILOSOPHY,68.94756852,60.5,62,95,75.18020784,73.50712285,76.46662034,80,70.71428571,74.96503493,0,75.48298781,75.25070449,NA,80.65135235,90.0029302,68.13084867,82.61757986,62.93864796,76.30101898,85.29358161,74.00709151,76.9951798,73.35337343,76.56166175,81.1540837,78.65286197,65.46782111,NA,84.26527299,82.85268088,90,100,100,60,85,100,90,83.33333333,100,100,100,100,91.66666667,100,100,100,100,100,100,NA
N306117412215,F,Singapore,ay1718,GLOBAL AFFAIRS,74.20562206,81.5,63,95.3333333,67.75442291,87.60425134,72.97529194,86.66666667,77.5,76.45519947,0,75.48298781,75.25070449,78.62801859,74.13835884,73.23109557,82.49621079,75,62.93864796,68.98640117,62.71315258,80.47372629,84.2348322,73.35337343,57.8217208,74.41134852,78.65286197,NA,81.50297851,69.90269176,NA,85,100,100,70,100,100,85,75,91.66666667,100,100,100,100,100,100,100,100,100,100,NA
N307117410215,M,Singapore,ay1718,PHILOSOPHY,73.56376601,87,74.5,88.0178571,75.79806331,75.49762572,73.75885991,80,58.21428571,80,0,NA,75.25070449,70.75706301,87.16434586,64.84517825,68.13084867,82.61757986,79.25506584,68.98640117,77.76677194,80.47372629,62.51587499,73.35337343,NA,67.66861333,78.65286197,76.30081188,74.89636688,69.90269176,82.85268088,85,90,91.66666667,80,90,100,90,87.5,83.33333333,91.66666667,80,60,100,90,92.85714286,83.33333333,90,75,100,NA
N308117408215,F,Singapore,ay1718,ANTHROPOLOGY,74.84580892,91,71,86.875,75.37990265,74.55360237,74.41892516,81.66666667,78.57142857,74.42577033,0.175438596,83.21079277,75.25070449,78.62801859,80.65135235,73.23109557,68.13084867,67.38242014,95.57148371,61.67178336,70.23996226,80.47372629,76.9951798,73.35337343,82.80830873,NA,66.18442644,70.8843165,74.89636688,77.08398237,NA,90,100,100,45,90,80,90,66.66666667,91.66666667,100,90,65,100,85,100,83.33333333,90,83.33333333,87.5,NA
